學年度,學校,校系代碼,校系名稱,是否外加,招生名額,錄取人數,第一輪錄取人數,第一輪在校排名%,第二輪錄取人數,第二輪在校排名%,國文檢定,英文檢定,數A檢定,數B檢定,社會檢定,自然檢定,英聽檢定,比序
113,慈濟大學,10811,物理治療學系,False,9,9.0,9.0,8.0,,,,後標,後標,,,後標,,"[{'name': '在校學業', 'r1': '8%', 'r2': None}]"
113,慈濟大學,10811,物理治療學系【外加】,True,1,0.0,,,,,,後標,後標,,,後標,,
113,慈濟大學,10812,分子生物暨人類遺傳學系,False,5,5.0,3.0,29.0,2.0,16.0,,,,,,底標,,"[{'name': '在校學業', 'r1': '29%', 'r2': '16%'}]"
113,慈濟大學,10812,分子生物暨人類遺傳學系【外加】,True,1,0.0,,,,,均標,,,,,底標,,"[{'name': '在校學業', 'r1': '3%', 'r2': None}]"
113,慈濟大學,10813,藥學系,False,6,6.0,6.0,3.0,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '3%', 'r2': None}, {'name': '學測國英數A自', 'r1': '46', 'r2': None}, {'name': '學測自然', 'r1': '11', 'r2': None}, {'name': '學測英文', 'r1': '13', 'r2': None}]"
113,臺北醫學大學,10901,醫務管理學系,False,10,10.0,10.0,13.0,,,均標,均標,,均標,,,,"[{'name': '在校學業', 'r1': '13%', 'r2': None}]"
113,臺北醫學大學,10901,醫務管理學系【外加】,True,3,0.0,,,,,均標,均標,,均標,,,,"[{'name': '在校學業', 'r1': '1%', 'r2': None}]"
113,臺北醫學大學,10902,藥學系藥學組,False,16,16.0,16.0,1.0,,,,前標,均標,,,均標,A級,"[{'name': '在校學業', 'r1': '1%', 'r2': None}, {'name': '在校學業', 'r1': '8%', 'r2': None}]"
113,臺北醫學大學,10902,藥學系藥學組【外加】,True,1,1.0,1.0,8.0,,,,前標,均標,,,均標,A級,"[{'name': '在校學業', 'r1': '8%', 'r2': None}]"
113,臺北醫學大學,10903,藥學系藥學組(英語組),False,4,4.0,4.0,2.0,,,,頂標,均標,,,均標,A級,"[{'name': '在校學業', 'r1': '2%', 'r2': None}, {'name': '學測英數A自', 'r1': '35', 'r2': None}, {'name': '學測英文', 'r1': '14', 'r2': None}, {'name': '學測自然', 'r1': '14', 'r2': None}]"
113,臺北醫學大學,10904,藥學系臨床藥學組,False,9,9.0,9.0,1.0,,,均標,前標,均標,,,均標,A級,"[{'name': '在校學業', 'r1': '1%', 'r2': None}, {'name': '在校學業', 'r1': '3%', 'r2': None}]"
113,臺北醫學大學,10905,醫學檢驗暨生物技術學系,False,11,11.0,11.0,3.0,,,均標,均標,均標,,,均標,A級,"[{'name': '在校學業', 'r1': '3%', 'r2': None}, {'name': '學測國英數A自', 'r1': '46', 'r2': None}, {'name': '學測英文', 'r1': '14', 'r2': None}, {'name': '在校學業', 'r1': '9%', 'r2': None}]"
113,臺北醫學大學,10906,護理學系,False,8,8.0,8.0,9.0,,,均標,均標,,,,均標,,"[{'name': '在校學業', 'r1': '9%', 'r2': None}, {'name': '在校學業', 'r1': '5%', 'r2': None}]"
113,臺北醫學大學,10907,保健營養學系,False,7,7.0,7.0,5.0,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '5%', 'r2': None}, {'name': '學測自然', 'r1': '9', 'r2': None}, {'name': '學測英文', 'r1': '9', 'r2': None}, {'name': '學測數A', 'r1': '9', 'r2': None}]"
113,臺北醫學大學,10907,保健營養學系【外加】,True,1,0.0,,,,,均標,均標,均標,,,均標,,
113,臺北醫學大學,10908,公共衛生學系,False,10,10.0,10.0,17.0,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '17%', 'r2': None}]"
113,臺北醫學大學,10908,公共衛生學系【外加】,True,1,0.0,,,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '5%', 'r2': None}]"
113,臺北醫學大學,10909,呼吸治療學系,False,7,7.0,7.0,5.0,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '5%', 'r2': None}, {'name': '學測國英數A自', 'r1': '41', 'r2': None}]"
113,臺北醫學大學,10909,呼吸治療學系【外加】,True,1,0.0,,,,,均標,均標,均標,,,均標,,
113,臺北醫學大學,10910,高齡健康暨長期照護學系,False,10,10.0,8.0,25.0,2.0,11.0,,均標,,,,均標,,"[{'name': '在校學業', 'r1': '25%', 'r2': '11%'}]"
113,臺北醫學大學,10911,牙體技術學系,False,6,6.0,6.0,5.0,,,,均標,,均標,,均標,,"[{'name': '在校學業', 'r1': '5%', 'r2': None}]"
113,臺北醫學大學,10911,牙體技術學系【外加】,True,1,0.0,,,,,,均標,,均標,,均標,,"[{'name': '在校學業', 'r1': '12%', 'r2': None}]"
113,臺北醫學大學,10912,口腔衛生學系,False,7,7.0,7.0,12.0,,,,均標,均標,均標,,均標,,"[{'name': '在校學業', 'r1': '12%', 'r2': None}, {'name': '學測英自', 'r1': '23', 'r2': None}]"
113,臺北醫學大學,10912,口腔衛生學系【外加】,True,2,0.0,,,,,,均標,均標,均標,,均標,,
113,臺北醫學大學,10913,生物醫學工程學系,False,6,6.0,6.0,4.0,,,,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '4%', 'r2': None}, {'name': '學測自然', 'r1': '13', 'r2': None}]"
113,臺北醫學大學,10913,生物醫學工程學系【外加】,True,1,0.0,,,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '14%', 'r2': None}]"
113,臺北醫學大學,10914,食品安全學系,False,6,6.0,6.0,14.0,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '14%', 'r2': None}, {'name': '學測英數A自', 'r1': '30', 'r2': None}]"
113,臺北醫學大學,10914,食品安全學系【外加】,True,1,0.0,,,,,均標,均標,均標,,,均標,,
113,開南大學,11001,企業與創業管理學系,False,1,0.0,,,,,,,,,底標,,,
113,開南大學,11001,企業與創業管理學系【外加】,True,1,0.0,,,,,底標,,,,底標,,,
113,開南大學,11002,國際企業學系,False,1,0.0,,,,,底標,,,,,,,
113,開南大學,11002,國際企業學系【外加】,True,1,0.0,,,,,底標,,,,,,,
113,開南大學,11003,商學院國際榮譽學士學位學程,False,1,0.0,,,,,,均標,,,,,,
113,開南大學,11003,商學院國際榮譽學士學位學程【外加】,True,1,0.0,,,,,,均標,,,,,,
113,開南大學,11004,國際物流與運輸管理學系,False,2,0.0,,,,,,,,,底標,,,
113,開南大學,11004,國際物流與運輸管理學系【外加】,True,1,0.0,,,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '24%', 'r2': None}]"
113,開南大學,11005,空運管理學系,False,4,1.0,1.0,24.0,,,,底標,,,,,,"[{'name': '在校學業', 'r1': '24%', 'r2': None}]"
113,開南大學,11005,空運管理學系【外加】,True,1,0.0,,,,,,底標,,,,,,
113,開南大學,11006,觀光與餐飲旅館學系,False,3,2.0,2.0,49.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '49%', 'r2': None}]"
113,開南大學,11006,觀光與餐飲旅館學系【外加】,True,1,0.0,,,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '42%', 'r2': None}]"
113,開南大學,11007,休閒事業管理學系,False,3,2.0,2.0,42.0,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '42%', 'r2': None}]"
113,開南大學,11007,休閒事業管理學系【外加】,True,1,0.0,,,,,,,,,底標,,,
113,開南大學,11008,資訊管理學系,False,1,0.0,,,,,底標,,,,,,,
113,開南大學,11008,資訊管理學系【外加】,True,1,0.0,,,,,底標,,,,,,,
113,開南大學,11009,資訊傳播學系,False,1,0.0,,,,,,,,,底標,,,
113,開南大學,11009,資訊傳播學系【外加】,True,1,0.0,,,,,,,,,底標,,,
113,開南大學,11010,電影與創意媒體學系,False,1,0.0,,,,,,,,,底標,,,
113,開南大學,11010,電影與創意媒體學系【外加】,True,1,0.0,,,,,,,,,底標,,,
113,開南大學,11011,法律學系,False,4,1.0,1.0,36.0,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '36%', 'r2': None}, {'name': '在校學業', 'r1': '1%', 'r2': None}]"
113,開南大學,11011,法律學系【外加】,True,1,1.0,1.0,1.0,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '1%', 'r2': None}, {'name': '在校學業', 'r1': '45%', 'r2': None}]"
113,開南大學,11012,應用日語學系,False,3,1.0,1.0,45.0,,,,底標,,,,,,"[{'name': '在校學業', 'r1': '45%', 'r2': None}]"
113,開南大學,11012,應用日語學系【外加】,True,1,0.0,,,,,,底標,,,,,,
113,開南大學,11013,應用英語學系,False,3,0.0,,,,,,底標,,,,,,
113,開南大學,11013,應用英語學系【外加】,True,1,0.0,,,,,,底標,,,,,,"[{'name': '在校學業', 'r1': None, 'r2': '46%'}]"
113,開南大學,11014,健康產業管理學系,False,1,1.0,,,1.0,46.0,,底標,,,,,,"[{'name': '在校學業', 'r1': None, 'r2': '46%'}]"
113,開南大學,11014,健康產業管理學系【外加】,True,1,0.0,,,,,底標,底標,,,,,,
113,開南大學,11015,AI科技與創新設計學士學位學程,False,1,0.0,,,,,底標,,,,,,,
113,開南大學,11015,,False,1,0.0,,,,,底標,,,,,,,
113,開南大學,11016,保健營養學系,False,2,0.0,,,,,,,,,,底標,,
113,開南大學,11016,保健營養學系【外加】,True,1,0.0,,,,,,,,,,底標,,
113,康寧大學,11201,嬰幼兒保育學系(台北校區),False,4,4.0,4.0,44.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '44%', 'r2': None}]"
113,康寧大學,11201,嬰幼兒保育學系(台北校區)【外加】,True,1,0.0,,,,,底標,,,,,,,
113,康寧大學,11202,長期照護學系(台北校區),False,5,0.0,,,,,底標,,,,,,,
113,康寧大學,11202,長期照護學系(台北校區)【外加】,True,1,0.0,,,,,底標,,,,,,,
113,中信金融管理學院,11301,財務金融學系,False,8,8.0,8.0,42.0,,,,,均標,均標,,,,"[{'name': '在校學業', 'r1': '42%', 'r2': None}]"
113,中信金融管理學院,11301,財務金融學系【外加】,True,1,0.0,,,,,均標,,均標,均標,,,,"[{'name': '在校學業', 'r1': '41%', 'r2': None}]"
113,中信金融管理學院,11302,財經法律學系,False,7,3.0,3.0,41.0,,,均標,,,,,,,"[{'name': '在校學業', 'r1': '41%', 'r2': None}]"
113,中信金融管理學院,11302,財經法律學系【外加】,True,1,0.0,,,,,均標,,,,,,,
113,中信金融管理學院,11303,企業管理學系,False,7,1.0,1.0,43.0,,,均標,,,,,,,"[{'name': '在校學業', 'r1': '43%', 'r2': None}]"
113,中信金融管理學院,11303,企業管理學系【外加】,True,1,0.0,,,,,均標,,,,,,,"[{'name': '在校學業', 'r1': '46%', 'r2': None}]"
113,中信金融管理學院,11304,金融管理學院學士班,False,6,2.0,2.0,46.0,,,均標,,,,,,,"[{'name': '在校學業', 'r1': '46%', 'r2': None}]"
113,中信金融管理學院,11304,金融管理學院學士班【外加】,True,1,0.0,,,,,均標,,,,,,,"[{'name': '在校學業', 'r1': '49%', 'r2': '30%'}]"
113,中信金融管理學院,11305,人工智慧學系,False,5,5.0,4.0,49.0,1.0,30.0,,,均標,均標,,,,"[{'name': '在校學業', 'r1': '49%', 'r2': '30%'}]"
113,中信金融管理學院,11305,人工智慧學系【外加】,True,1,0.0,,,,,,,均標,均標,,,,
113,中信金融管理學院,11306,運動產業管理學士學位學程,False,5,0.0,,,,,均標,,,,,,,
113,中信金融管理學院,11306,運動產業管理學士學位學程【外加】,True,1,0.0,,,,,均標,,,,,,,
113,佛光大學,13001,建築環境設計學士學位學程(社會組),False,1,0.0,,,,,底標,,,,,,,
113,佛光大學,13002,傳播學系(數位媒體組),False,3,0.0,,,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '50%', 'r2': None}]"
113,佛光大學,13003,傳播學系(廣告公關組),False,3,2.0,2.0,50.0,,,底標,,,,底標,,,"[{'name': '在校學業', 'r1': '50%', 'r2': None}]"
113,佛光大學,13004,傳播學系(流行音樂傳播組),False,4,0.0,,,,,底標,,,,,,,
113,佛光大學,13005,產品與媒體設計學系(創意產品設計組),False,2,0.0,,,,,,,,,底標,,,
113,佛光大學,13006,產品與媒體設計學系(商業媒體設計組),False,2,0.0,,,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '42%', 'r2': None}]"
113,佛光大學,13007,資訊應用學系(資訊系統與智慧應用組),False,1,1.0,1.0,42.0,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '42%', 'r2': None}]"
113,佛光大學,13008,資訊應用學系(動畫與數位內容組),False,1,0.0,,,,,,,,,底標,,,
113,佛光大學,13009,資訊應用學系(數位遊戲開發組),False,1,0.0,,,,,,,,,底標,,,
113,佛光大學,13010,中國文學與應用學系,False,5,0.0,,,,,底標,,,,,,,
113,佛光大學,13011,歷史學系(A組),False,3,0.0,,,,,底標,,,,底標,,,
113,佛光大學,13012,歷史學系(B組),False,3,0.0,,,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '27%', 'r2': None}]"
113,佛光大學,13013,外國語文學系(英日組),False,3,3.0,3.0,27.0,,,,底標,,,,,,"[{'name': '在校學業', 'r1': '27%', 'r2': None}, {'name': '在校學業', 'r1': '41%', 'r2': None}]"
113,佛光大學,13014,外國語文學系(英韓組),False,3,1.0,1.0,41.0,,,,底標,,,,,,"[{'name': '在校學業', 'r1': '41%', 'r2': None}]"
113,佛光大學,13015,社會學暨社會工作學系,False,8,0.0,,,,,底標,,,,,,,
113,佛光大學,13015,社會學暨社會工作學系【外加】,True,1,0.0,,,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '47%', 'r2': None}]"
113,佛光大學,13016,心理學系,False,8,3.0,3.0,47.0,,,,,底標,底標,,,,"[{'name': '在校學業', 'r1': '47%', 'r2': None}, {'name': '在校學業', 'r1': '49%', 'r2': None}]"
113,佛光大學,13017,公共事務學系(國際與兩岸事務組),False,3,1.0,1.0,49.0,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '49%', 'r2': None}, {'name': '在校學業', 'r1': '31%', 'r2': None}]"
113,佛光大學,13018,公共事務學系(行政管理組),False,3,1.0,1.0,31.0,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '31%', 'r2': None}]"
113,佛光大學,13018,公共事務學系(行政管理組)【外加】,True,1,0.0,,,,,,,,,底標,,,
113,佛光大學,13019,管理學系(經營管理組),False,3,1.0,1.0,43.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '43%', 'r2': None}]"
113,佛光大學,13020,管理學系(行銷與休閒管理組),False,3,0.0,,,,,,,,,底標,,,
113,佛光大學,13021,應用經濟學系(財務金融組),False,3,0.0,,,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '39%', 'r2': None}]"
113,佛光大學,13022,應用經濟學系(國際商務組),False,3,1.0,1.0,39.0,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '39%', 'r2': None}]"
113,佛光大學,13023,樂活產業學系,False,4,0.0,,,,,,,,,底標,,,
113,佛光大學,13024,健康與創意蔬食產業學系,False,2,2.0,1.0,26.0,1.0,44.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '26%', 'r2': '44%'}]"
113,佛光大學,13025,建築環境設計學士學位學程(自然組),False,1,0.0,,,,,底標,,,,,,,
113,佛光大學,13026,,False,2,0.0,,,,,底標,,,,,,,
113,佛光大學,13027,,False,2,0.0,,,,,底標,,,,,,,
113,佛光大學,13028,,False,1,0.0,,,,,底標,,,,,,,
113,佛光大學,13029,資訊應用學系(動畫與數位內容組)(二),False,1,0.0,,,,,底標,,,,,,,
113,佛光大學,13030,資訊應用學系(數位遊戲開發組)(二),False,1,0.0,,,,,底標,,,,,,,
113,佛光大學,13031,樂活產業學系(二),False,1,0.0,,,,,底標,,,,,,,
113,佛光大學,13032,心理學系(自然組),False,2,0.0,,,,,,,底標,底標,,,,
113,佛光大學,13033,樂活產業學系(三),False,1,0.0,,,,,底標,,,,,,,
113,亞洲大學,13401,,False,8,4.0,,,4.0,43.0,底標,,,,,,,"[{'name': '在校學業', 'r1': None, 'r2': '43%'}]"
113,亞洲大學,13401,,False,1,0.0,,,,,底標,,,,,,,
113,亞洲大學,13402,健康產業管理學系醫療機構管理組,False,8,8.0,5.0,39.0,3.0,36.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '39%', 'r2': '36%'}]"
113,亞洲大學,13402,,False,1,0.0,,,,,底標,,,,,,,
113,亞洲大學,13403,心理學系工商與社會心理組,False,10,10.0,10.0,49.0,,,,底標,,,底標,,,"[{'name': '在校學業', 'r1': '49%', 'r2': None}]"
113,亞洲大學,13403,心理學系工商與社會心理組【外加】,True,1,0.0,,,,,底標,底標,,,底標,,,"[{'name': '在校學業', 'r1': '39%', 'r2': '44%'}]"
113,亞洲大學,13404,資訊傳播學系,False,9,9.0,2.0,39.0,7.0,44.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '39%', 'r2': '44%'}]"
113,亞洲大學,13404,資訊傳播學系【外加】,True,2,0.0,,,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '31%', 'r2': '43%'}]"
113,亞洲大學,13405,經營管理學系行銷與企業管理組,False,12,12.0,1.0,31.0,11.0,43.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '31%', 'r2': '43%'}]"
113,亞洲大學,13405,,False,2,0.0,,,,,底標,,,,,,,
113,亞洲大學,13406,經營管理學系休閒遊憩管理組,False,6,6.0,1.0,23.0,5.0,50.0,,,,,底標,,,"[{'name': '在校學業', 'r1': '23%', 'r2': '50%'}]"
113,亞洲大學,13406,經營管理學系休閒遊憩管理組【外加】,True,1,0.0,,,,,底標,,,,底標,,,"[{'name': '在校學業', 'r1': '46%', 'r2': '47%'}]"
113,亞洲大學,13407,會計與資訊學系,False,8,8.0,3.0,46.0,5.0,47.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '46%', 'r2': '47%'}]"
113,亞洲大學,13407,會計與資訊學系【外加】,True,2,0.0,,,,,底標,,,,,,,
113,亞洲大學,13408,財務金融學系投資理財組,False,9,9.0,5.0,49.0,4.0,27.0,底標,,,,底標,,,"[{'name': '在校學業', 'r1': '49%', 'r2': '27%'}, {'name': '學測國社', 'r1': None, 'r2': '19'}]"
113,亞洲大學,13408,財務金融學系投資理財組【外加】,True,1,0.0,,,,,底標,,,,底標,,,"[{'name': '在校學業', 'r1': '25%', 'r2': '46%'}]"
113,亞洲大學,13409,財務金融學系金融科技組,False,10,10.0,1.0,25.0,9.0,46.0,,,,底標,底標,,,"[{'name': '在校學業', 'r1': '25%', 'r2': '46%'}]"
113,亞洲大學,13409,財務金融學系金融科技組【外加】,True,1,0.0,,,,,底標,,,底標,底標,,,"[{'name': '在校學業', 'r1': '32%', 'r2': '49%'}]"
113,亞洲大學,13410,財經法律學系,False,18,18.0,1.0,32.0,17.0,49.0,底標,,,,底標,,,"[{'name': '在校學業', 'r1': '32%', 'r2': '49%'}, {'name': '學測社會', 'r1': None, 'r2': '10'}]"
113,亞洲大學,13410,財經法律學系【外加】,True,2,0.0,,,,,底標,,,,底標,,,
113,亞洲大學,13411,外國語文學系,False,8,8.0,2.0,34.0,6.0,39.0,,底標,,,,,,"[{'name': '在校學業', 'r1': '34%', 'r2': '39%'}]"
113,亞洲大學,13411,外國語文學系【外加】,True,2,0.0,,,,,底標,底標,,,,,,"[{'name': '在校學業', 'r1': '50%', 'r2': '28%'}]"
113,亞洲大學,13412,社會工作學系兒少家庭與心衛社工組,False,8,8.0,4.0,50.0,4.0,28.0,底標,,,,底標,,,"[{'name': '在校學業', 'r1': '50%', 'r2': '28%'}]"
113,亞洲大學,13412,,False,2,0.0,,,,,底標,,,,底標,,,
113,亞洲大學,13413,社會工作學系醫務與長期照顧社工組,False,7,7.0,4.0,32.0,3.0,29.0,底標,,,,底標,,,"[{'name': '在校學業', 'r1': '32%', 'r2': '29%'}]"
113,亞洲大學,13413,,False,2,0.0,,,,,底標,,,,底標,,,
113,亞洲大學,13414,幼兒教育學系,False,9,9.0,6.0,29.0,3.0,31.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '29%', 'r2': '31%'}, {'name': '在校學業', 'r1': '42%', 'r2': None}]"
113,亞洲大學,13414,幼兒教育學系【外加】,True,2,1.0,1.0,42.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '42%', 'r2': None}, {'name': '在校學業', 'r1': '49%', 'r2': '28%'}]"
113,亞洲大學,13415,數位媒體設計學系動漫遊戲組,False,8,8.0,6.0,49.0,2.0,28.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '49%', 'r2': '28%'}]"
113,亞洲大學,13415,數位媒體設計學系動漫遊戲組【外加】,True,1,0.0,,,,,底標,,,,,,,
113,亞洲大學,13416,數位媒體設計學系視覺傳達組,False,7,7.0,3.0,39.0,4.0,30.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '39%', 'r2': '30%'}]"
113,亞洲大學,13416,數位媒體設計學系視覺傳達組【外加】,True,1,0.0,,,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '42%', 'r2': '34%'}]"
113,亞洲大學,13417,創意商品設計學系,False,4,4.0,2.0,42.0,2.0,34.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '42%', 'r2': '34%'}]"
113,亞洲大學,13417,創意商品設計學系【外加】,True,2,0.0,,,,,底標,,,,,,,
113,亞洲大學,13418,時尚設計學系,False,4,4.0,2.0,39.0,2.0,36.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '39%', 'r2': '36%'}, {'name': '學測國文', 'r1': None, 'r2': '10'}]"
113,亞洲大學,13418,時尚設計學系【外加】,True,2,0.0,,,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '27%', 'r2': None}]"
113,亞洲大學,13419,室內設計學系商業空間組,False,2,2.0,2.0,27.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '27%', 'r2': None}, {'name': '在校學業', 'r1': '21%', 'r2': None}]"
113,亞洲大學,13420,室內設計學系住宅空間組,False,2,2.0,2.0,21.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '21%', 'r2': None}]"
